1948-06-19	15	NULO	28.1	11.5
1948-06-20	34.5	NULO	29.1	16.5
1948-06-21	53	NULO	28.1	12.5
1948-06-22	48	NULO	29.1	11.5
1948-06-23	8.5	NULO	27.1	14.5
1948-06-24	0	NULO	26.1	15.5
1948-06-25	0	NULO	27.6	13.5
1948-06-26	0	NULO	27.6	13.5
1948-06-27	4.5	NULO	28.6	14.5
1948-06-28	7.5	NULO	30.1	14.5
1948-06-29	42.5	NULO	27.6	14.5
1948-06-30	0	NULO	25.1	13.5
1948-07-01	0	NULO	25.1	15.5
1948-07-02	0	NULO	26.1	15.5
1948-07-03	0	NULO	26.1	12.5
1948-07-04	0	NULO	28.1	14.5
1948-07-05	0	NULO	28.1	14.5
1948-07-06	0	NULO	30.1	14.5
1948-07-07	0	NULO	28.1	14.5
1948-07-08	0	NULO	30.1	13.5
1948-07-09	0	NULO	29.1	13.5
1948-07-10	0	NULO	28.1	14.5
1948-07-11	23	NULO	27.1	16.5
1948-07-12	15.5	NULO	27.6	10.5
1948-07-13	0	NULO	29.1	15
1948-07-14	0	NULO	28.6	15.5
1948-07-15	0	NULO	28.1	13.5
1948-07-16	0	NULO	27.1	14.5
1948-07-17	2.5	NULO	25.1	15.5
1948-07-18	0	NULO	24.6	16
1948-07-19	0	NULO	25.6	16.5
1948-07-20	89.5	NULO	27.6	10.5
1948-07-21	18.5	NULO	19.1	14.5
1948-07-22	0	NULO	19.1	15.5
1948-07-23	7.5	NULO	27.1	14.5
1948-07-24	0	NULO	28.1	13.5
1948-07-25	0	NULO	28.6	11.5
1948-07-26	0	NULO	28.1	12.5
1948-07-27	0	NULO	27.1	10.5
1948-07-28	0	NULO	28.6	10.5
1948-07-29	0	NULO	29.1	10.5
1948-07-30	12.5	NULO	29.1	11.5
1948-07-31	18	NULO	29.6	10.5
1948-08-01	0	NULO	28.1	10.5
1948-08-02	0	NULO	27.6	10.5
1948-08-03	0	NULO	27.1	12.5
1948-08-04	0	NULO	26.1	10.5
1948-08-05	4.5	NULO	26.6	10.5
1948-08-06	0	NULO	29.1	11.5
1948-08-07	0	NULO	29.1	10.5
1948-08-08	0	NULO	30.1	11.5
1948-08-09	5.5	NULO	30.6	11.5
1948-08-10	0	NULO	30.1	11.5
1948-08-11	7	NULO	31.2	11.5
1948-08-12	0	NULO	31.2	12.5
1948-08-13	0	NULO	30.1	12.5
1948-08-14	0	NULO	30.1	13.5
1948-08-15	0	NULO	29.6	12.5
1948-08-16	0	NULO	29.1	12.5
1948-08-17	0	NULO	29.1	11.5
1948-08-18	0	NULO	30.1	10.5
1948-08-19	0	NULO	30.1	10.5
1948-08-20	0	NULO	29.6	10.5
1948-08-21	0	NULO	30.1	11.5
1948-08-22	0	NULO	31.1	10.5
1948-08-23	0	NULO	29.6	10.5
1948-08-24	0	NULO	32.2	10.5
1948-08-25	0	NULO	31.7	11.5
1948-08-26	0	NULO	32.2	11.5
1948-08-27	0	NULO	32.2	10.5
1948-08-28	0	NULO	30.1	10.5
1948-08-29	0	NULO	31.2	10.5
1948-08-30	0	NULO	30.1	11.5
1948-08-31	0	NULO	27.1	10.5
1948-09-01	0	NULO	29	10.5
1948-09-02	0	NULO	30.1	10.5
1948-09-03	0	NULO	31.2	10.5
1948-09-04	0	NULO	31.7	11.5
1948-09-05	0	NULO	30.1	10.5
1948-09-06	0	NULO	31.2	10.5
1948-09-07	7.5	NULO	28.1	10.5
1948-09-08	12	NULO	30.1	10.5
1948-09-09	11	NULO	28.1	10.5
1948-09-10	0	NULO	29.1	10.5
1948-09-11	0.5	NULO	28.1	13.5
1948-09-12	30.5	NULO	28.1	16.5
1948-09-13	11.5	NULO	29.1	11.5
1948-09-14	0	NULO	29.1	12.5
1948-09-15	0	NULO	28.6	13.5
1948-09-16	0	NULO	28.1	11.5
1948-09-17	0	NULO	29.1	10.5
1948-09-18	0	NULO	28.6	11.5
1948-09-19	0	NULO	29.1	10.5
1948-09-20	0	NULO	30.1	10.5
1948-09-21	0	NULO	29.6	10.5
1948-09-22	33	NULO	29.1	11.5
1948-09-23	10.5	NULO	28.1	11.5
1948-09-24	0	NULO	29.1	10.5
1948-09-25	0	NULO	29.1	10.5
1948-09-26	0	NULO	23.1	10.5
1948-09-27	0	NULO	22.1	9.3
1948-09-28	0	NULO	22.1	4.3
1948-09-29	0	NULO	22.1	5.3
1948-09-30	0	NULO	22.1	5.3
1948-10-01	0	NULO	20.1	5.3
1948-10-02	0	NULO	20.1	5.3
1948-10-03	0	NULO	26.1	4.3
1948-10-04	0	NULO	26.1	4.3
1948-10-05	0	NULO	28.1	4.3
1948-10-06	0	NULO	28.1	4.3
1948-10-07	0	NULO	29.1	6.3
1948-10-08	0	NULO	30.1	9.3
1948-10-09	8	NULO	31.2	10.5
1948-10-10	8	NULO	29.6	12.5
1948-10-11	25.5	NULO	28.6	8.3
1948-10-12	0	NULO	29.6	14.5
1948-10-13	0	NULO	28.1	9.3
1948-10-14	0	NULO	27.1	9.3
1948-10-15	0	NULO	26.1	10.3
1948-10-16	0	NULO	28.6	11.5
1948-10-17	0	NULO	27.6	12.5
1948-10-18	0	NULO	26.1	13.5
1948-10-19	0	NULO	27.1	11.5
1948-10-20	0	NULO	26.1	11.5
1948-10-21	0	NULO	21.1	10.5
1948-10-22	0	NULO	25.1	9.5
1948-10-23	0	NULO	25.1	8.5
1948-10-24	0	NULO	25.1	8.5
1948-10-25	0	NULO	25.1	8.5
1948-10-26	0	NULO	26.1	7.5
1948-10-27	0	NULO	27.1	8.5
1948-10-28	0	NULO	28.1	8.5
1948-10-29	0	NULO	28.6	9.5
1948-10-30	0	NULO	29.1	10.5
1948-10-31	0	NULO	29.1	10.5
1948-11-01	0	NULO	30.1	9.5
1948-11-02	0	NULO	30.6	10.5
1948-11-03	0	NULO	30.1	11.5
1948-11-04	0	NULO	29.1	10.5
1948-11-05	0	NULO	28.1	9.5
1948-11-06	0	NULO	24.1	7.5
1948-11-07	0	NULO	23.6	4.5
1948-11-08	0	NULO	28.6	4.5
1948-11-09	0	NULO	29.1	8.5
1948-11-10	5	NULO	18.6	7.5
1948-11-11	0	NULO	26.1	6.5
1948-11-12	0	NULO	26.1	5.5
1948-11-13	0	NULO	25.1	5.5
1948-11-14	0	NULO	23.6	12.5
1948-11-15	4.5	NULO	26.6	14.5
1948-11-16	0	NULO	27.1	14.5
1948-11-17	0	NULO	26.6	12.5
1948-11-18	0	NULO	28.1	10.5
1948-11-19	0	NULO	28.1	9.5
1948-11-20	0	NULO	27.6	9.5
1948-11-21	0	NULO	28.1	11.5
1948-11-22	0	NULO	27.6	9.5
1948-11-23	0	NULO	27.6	9.5
1948-11-24	1.5	NULO	27.1	9.5
1948-11-25	0	NULO	27.1	10.5
1948-11-26	0	NULO	26.6	11.5
1948-11-27	0	NULO	27.6	10.5
1948-11-28	0	NULO	26.1	9.5
1948-11-29	0	NULO	26.1	4.5
1948-11-30	0	NULO	27.6	4.5
1948-12-01	0	NULO	27.1	4.5
1948-12-02	0	NULO	26.6	5.5
1948-12-03	0	NULO	27.1	6.5
1948-12-04	0	NULO	26.1	6.5
1948-12-05	0	NULO	27.6	4.5
1948-12-06	0	NULO	26.6	6.5
1948-12-07	0	NULO	27.6	6.5
1948-12-08	0	NULO	28.1	6.5
1948-12-09	0	NULO	20.1	4.5
1948-12-10	0	NULO	26.1	4.5
1948-12-11	0	NULO	27.1	4.5
1948-12-12	0	NULO	26.1	6.5
1948-12-13	0	NULO	26.6	5.5
1948-12-14	0	NULO	26.6	5.5
1948-12-15	0	NULO	26.1	5.5
1948-12-16	0	NULO	27.1	4.5
1948-12-17	0	NULO	28.1	5.5
1948-12-18	0	NULO	28.1	4.5
1948-12-19	0	NULO	29.1	4.5
1948-12-20	0	NULO	28.6	4.5
1948-12-21	0	NULO	29.1	7.5
1948-12-22	0	NULO	28.6	4.5
1948-12-23	0	NULO	29.1	4.5
1948-12-24	0	NULO	28.1	3.5
1948-12-25	0	NULO	28.1	4.5
1948-12-26	0	NULO	25.1	3.5
1948-12-27	0	NULO	25.1	4.5
1948-12-28	0	NULO	18.1	4.5
1948-12-29	0	NULO	15.1	2.3
1948-12-30	0	NULO	14.1	2.3
1948-12-31	0	NULO	20.1	0.3
1949-01-01	0	NULO	25.1	2.3
1949-01-02	0	NULO	26.1	4.3
1949-01-03	0	NULO	24.1	10.5
1949-01-04	0	NULO	23.6	9.5
1949-01-05	0	NULO	22.1	8.3
1949-01-06	0	NULO	21.1	5.3
1949-01-07	0	NULO	23.1	5.3
1949-01-08	0	NULO	26.1	4.3
1949-01-09	0	NULO	26.1	4.3
1949-01-10	0	NULO	27.1	5.3
1949-01-11	0	NULO	22.1	5.3
1949-01-12	0	NULO	23.1	6.3
1949-01-13	0	NULO	24.1	5.3
1949-01-14	0	NULO	26.1	3.7
1949-01-15	0	NULO	26.1	4.3
1949-01-16	0	NULO	26.1	4.3
1949-01-17	0	NULO	27.1	6.3
1949-01-18	0	NULO	27.1	5.3
1949-01-19	0	NULO	21.1	4.3
1949-01-20	0	NULO	25.1	4.3
1949-01-21	0	NULO	26.1	6.3
1949-01-22	0	NULO	26.6	7.3
1949-01-23	0	NULO	25.6	8.3
1949-01-24	0	NULO	26.1	9.3
1949-01-25	0	NULO	26.6	9
1949-01-26	0	NULO	26.6	8.3
1949-01-27	0	NULO	28.1	9.3
1949-01-28	0	NULO	27.6	7.3
1949-01-29	0	NULO	23.1	9.3
1949-01-30	0	NULO	25.1	7.3
1949-01-31	0	NULO	26.1	6.3
1949-02-01	0	NULO	26.6	5.3
1949-02-02	0	NULO	27.6	5.3
1949-02-03	0	NULO	27.1	8.3
1949-02-04	0	NULO	27.6	12
1949-02-05	0	NULO	27.1	12.5
1949-02-06	0	NULO	27.6	11.5
1949-02-07	0	NULO	27.6	12
1949-02-08	0	NULO	28.6	12.5
1949-02-09	0	NULO	29.1	11.5
1949-02-10	3.5	NULO	20.1	11.5
1949-02-11	0	NULO	26.1	4.3
1949-02-12	0	NULO	29.1	3.3
1949-02-13	0	NULO	29.6	4.3
1949-02-14	0	NULO	30.1	5.3
1949-02-15	0	NULO	29.1	5.3
1949-02-16	0	NULO	30.1	6.3
1949-02-17	0	NULO	24.6	8.3
1949-02-18	0	NULO	29.1	5.3
1949-02-19	0	NULO	28.1	7.3
1949-02-20	0	NULO	30.1	7.3
1949-02-21	0	NULO	26.1	10.3
1949-02-22	0	NULO	25.1	11.5
1949-02-23	0	NULO	26.1	6.3
1949-02-24	0	NULO	27.6	6.3
1949-02-25	0	NULO	27.1	9.3
1949-02-26	0	NULO	28.6	7.3
1949-02-27	0	NULO	28.1	9.3
1949-02-28	0	NULO	28.1	6.3
1949-03-01	0	NULO	28.6	4.3
1949-03-02	0	NULO	28.6	5.3
1949-03-03	0	NULO	29.1	7.3
1949-03-04	0	NULO	29.6	6.3
1949-03-05	0	NULO	30.1	7.3
1949-03-06	0	NULO	32.2	7.3
1949-03-07	0	NULO	30.1	12.5
1949-03-08	0	NULO	31.7	6.3
1949-03-09	0	NULO	32.2	11.5
1949-03-10	0	NULO	31.7	12.5
1949-03-11	0	NULO	32.2	9.3
1949-03-12	4	NULO	31.2	8.3
1949-03-13	0	NULO	30.7	7.3
1949-03-14	0	NULO	28.1	10.5
1949-03-15	0	NULO	26.6	9.3
1949-03-16	0	NULO	31.2	8.3
1949-03-17	0	NULO	32.7	6.3
1949-03-18	0	NULO	26.1	7.3
1949-03-19	0	NULO	29.6	14.5
1949-03-20	0	NULO	30.1	10.5
1949-03-21	0	NULO	30.1	10.5
1949-03-22	0	NULO	32.7	9.3
1949-03-23	0	NULO	31.7	10.5
1949-03-24	0	NULO	34.2	9.3
1949-03-25	0	NULO	34.2	9.3
1949-03-26	0	NULO	33.2	14.5
1949-03-27	0	NULO	33.2	13.5
1949-03-28	0	NULO	32.2	13.5
1949-03-29	0	NULO	33.2	7.3
1949-03-30	0	NULO	32.2	13.5
1949-03-31	0	NULO	32.7	9.3
1949-04-01	0	NULO	32.2	12.5
1949-04-02	0	NULO	32.2	9.3
1949-04-03	0	NULO	31.7	7.3
1949-04-04	0	NULO	32.7	11.5
1949-04-05	0	NULO	25.1	6.3
1949-04-06	0	NULO	28.1	1.3
1949-04-07	0	NULO	31.2	5.3
1949-04-08	0	NULO	33.2	4.3
1949-04-09	0	NULO	32.2	13.5
1949-04-10	0	NULO	33.2	13.5
1949-04-11	0	NULO	32.2	12.5
1949-04-12	0	NULO	32.2	7.3
1949-04-13	0	NULO	32.2	7.3
1949-04-14	0	NULO	33.2	9.3
1949-04-15	0	NULO	32.2	10.5
1949-04-16	0	NULO	34.2	9.5
1949-04-17	0	NULO	34.7	10.5
1949-04-18	0	NULO	33.2	7.3
1949-04-19	0	NULO	33.7	10.5
1949-04-20	0	NULO	34.2	10.5
1949-04-21	0	NULO	34.2	11.5
1949-04-22	0	NULO	33.7	12.5
1949-04-23	0	NULO	32.2	12.5
1949-04-24	0	NULO	29.6	13.5
1949-04-25	0	NULO	31.2	13.5
1949-04-26	0	NULO	31.2	14.5
1949-04-27	0	NULO	30.7	8.3
1949-04-28	0	NULO	33.2	7.3
1949-04-29	0	NULO	33.2	15.5
1949-05-01	0	NULO	33.7	13.5
1949-05-02	0	NULO	34.2	12.5
1949-05-03	0	NULO	33.2	11.5
1949-05-04	0	NULO	29.6	10.5
1949-05-05	0	NULO	29.1	13.5
1949-05-06	0	NULO	30.1	13.5
1949-05-07	0	NULO	30.1	14.5
1949-05-08	0	NULO	30.1	14.5
1949-05-09	0	NULO	31.7	13.5
1949-05-10	0	NULO	30.1	12.5
1949-05-11	0	NULO	33.2	11.5
1949-05-12	0	NULO	32.2	13.5
1949-05-13	0	NULO	33.2	14.5
1949-05-14	0	NULO	31.2	11.5
1949-05-15	0	NULO	32.7	11.5
1949-05-16	0	NULO	35.2	14.5
1949-05-17	1	NULO	35.2	14.5
1949-05-18	0	NULO	34.2	13.5
1949-05-19	0	NULO	34.2	12.5
1949-05-20	0	NULO	35.7	10.5
1949-05-21	0	NULO	26.7	12.5
1949-05-22	0	NULO	25.7	12.5
1949-05-23	0	NULO	26.3	11.5
1949-05-24	0	NULO	31.7	11.5
1949-05-25	0	NULO	32.7	16.5
1949-05-26	0	NULO	33.5	12.5
1949-05-27	7	NULO	31.2	14.5
1949-05-28	15.5	NULO	29.1	13.5
1949-05-29	0	NULO	31.7	15.5
1949-05-30	0	NULO	32.7	12.5
1949-05-31	0	NULO	31.7	14.5
1949-06-01	0	NULO	33.2	13.5
1949-06-02	0	NULO	33.2	14.5
1949-06-03	0	NULO	31.7	14.5
1949-06-04	0	NULO	31.7	10.5
1949-06-05	0	NULO	31.7	11.5
1949-06-06	0	NULO	32.2	11.5
1949-06-07	0	NULO	33.2	13.5
1949-06-08	32	NULO	32.7	15.5
1949-06-09	0	NULO	30.1	15.5
1949-06-10	7	NULO	28.1	17.5
1949-06-11	7	NULO	28.1	15.5
1949-06-12	7	NULO	29.1	15.5
1949-06-13	20	NULO	26.6	14.5
1949-06-14	0	NULO	30.6	16.5
1949-06-15	0	NULO	29.6	13.5
1949-06-16	0	NULO	31.7	13.5
1949-06-17	15	NULO	31.2	13.5
1949-06-18	0	NULO	30.1	12.5
1949-06-19	0	NULO	31.2	11.5
1949-06-20	0	NULO	30.1	12.5
1949-06-21	5	NULO	31.7	11.5
1949-06-22	5	NULO	31.7	15.5
1949-06-23	0	NULO	32.7	12.5
1949-06-24	5	NULO	31.7	12.5
1949-06-25	10	NULO	33.2	12.5
1949-06-26	40	NULO	29.7	14.5
1949-06-27	3	NULO	25.1	12.5
1949-06-28	0	NULO	27.1	14.5
1949-06-29	0	NULO	28.6	12.5
1949-06-30	0	NULO	28.6	12.5
1949-07-01	0	NULO	29.1	10.5
1949-07-02	0	NULO	29.6	12.5
1949-07-03	0	NULO	30.7	13.5
1949-07-04	0	NULO	30.1	10.5
1949-07-05	0	NULO	30.7	12.5
1949-07-06	0	NULO	31.2	13.5
1949-07-07	0	NULO	30.6	14.5
1949-07-08	0	NULO	30.6	12.5
1949-07-09	0	NULO	29.1	12.5
1949-07-10	0	NULO	29.1	11.5
1949-07-11	0	NULO	29.6	11.5
1949-07-12	7	NULO	30.1	9.5
1949-07-13	8	NULO	30.1	10.5
1949-07-14	0	NULO	29.6	9.5
1949-07-15	0	NULO	30.1	9.5
1949-07-16	0	NULO	31.2	10.5
1949-07-17	0	NULO	30.1	11.5
1949-07-18	0	NULO	29.6	11.5
1949-07-19	0	NULO	31.2	10.5
1949-07-20	0	NULO	30.1	11.5
1949-07-21	0	NULO	31.2	9.5
1949-07-22	0	NULO	29.6	11.5
1949-07-23	0	NULO	30.1	9.5
1949-07-24	0	NULO	30.1	11.5
1949-07-25	0	NULO	29.6	10.5
1949-07-26	0	NULO	30.1	12.5
1949-07-27	8	NULO	29.6	9.5
1949-07-28	0	NULO	29.6	10.5
1949-07-29	0	NULO	30.1	9.5
1949-07-30	0	NULO	29.6	11.5
1949-07-31	23	NULO	29.6	10.5
1949-08-01	0	NULO	30.1	10.5
1949-08-02	0	NULO	29.6	9.5
1949-08-03	0	NULO	30.1	10.5
1949-08-04	0	NULO	29.6	9.5
1949-08-05	0	NULO	28.6	9.5
1949-08-06	0	NULO	30.1	13.5
1949-08-07	0	NULO	30.1	14.5
1949-08-08	0	NULO	30.1	12.5
1949-08-09	5	NULO	29.6	13.5
1949-08-10	5	NULO	28.1	15.5
1949-08-11	0	NULO	27.6	15.5
1949-08-12	0	NULO	28.6	13.5
1949-08-13	0	NULO	29.1	13.5
1949-08-14	0	NULO	32.2	13.5
1949-08-15	0	NULO	31.7	10.5
1949-08-16	0	NULO	31.2	11.5
1949-08-17	12	NULO	29.1	12.5
1949-08-18	18.5	NULO	29.1	12.5
1949-08-19	0	NULO	29.1	12.5
1949-08-20	0	NULO	29.6	14
1949-08-21	0	NULO	30.1	12.5
1949-08-22	0	NULO	28.1	10.5
1949-08-23	0	NULO	29.1	13.5
1949-08-24	0	NULO	29.1	11.5
1949-08-25	0	NULO	30.1	10.5
1949-08-26	0	NULO	30.7	9.5
1949-08-27	0	NULO	31.7	10.5
1949-08-28	0	NULO	29.1	13.5
1949-08-29	0	NULO	27.1	13.5
1949-08-30	0	NULO	28.6	14.5
1949-08-31	0	NULO	29.6	12.5
1949-09-01	0	NULO	27.6	13.5
1949-09-02	0	NULO	28.6	12.5
1949-09-03	0	NULO	30.1	11.5
1949-09-04	0	NULO	33.2	12.5
1949-09-05	0	NULO	28.6	12.5
1949-09-06	0	NULO	28.6	13.5
1949-09-07	0	NULO	29.1	13.5
1949-09-08	0	NULO	30.1	13.5
1949-09-09	16	NULO	30.7	14.5
1949-09-10	0	NULO	24.1	14.5
1949-09-11	0	NULO	30.1	15.5
1949-09-12	0	NULO	31.2	13.5
1949-09-13	0	NULO	30.7	13.5
1949-09-14	0	NULO	28.6	12.5
1949-09-15	0	NULO	29.1	12.5
1949-09-16	0	NULO	28.6	12.5
1949-09-17	0	NULO	30.1	15.5
1949-09-18	0	NULO	30.7	15.5
1949-09-19	0	NULO	29.1	15.5
1949-09-20	0	NULO	27.1	14.5
1949-09-21	0	NULO	28.1	15.5
1949-09-22	0	NULO	29.1	12.5
1949-09-23	0	NULO	28.1	12.5
1949-09-24	0	NULO	23.1	14.5
1949-09-25	0	NULO	24.1	15.5
1949-09-26	0	NULO	22.1	14.5
1949-09-27	8	NULO	23.6	14.5
1949-09-28	1.5	NULO	23.6	14.5
1949-09-29	0	NULO	26.1	10.5
1949-09-30	0	NULO	26.1	9.5
1949-10-01	0	NULO	26.6	8.5
1949-10-02	0	NULO	27.1	9.3
1949-10-03	0	NULO	27.1	10.5
1949-10-04	0	NULO	28.1	11.5
1949-10-05	0	NULO	30.1	11.5
1949-10-06	8.5	NULO	31.1	9.5
1949-10-07	0	NULO	29.1	12.5
1949-10-08	0	NULO	29.6	12.5
1949-10-09	0	NULO	32.2	12.5
1949-10-10	0	NULO	31.2	12.5
1949-10-11	0	NULO	31.2	13.5
1949-10-12	0	NULO	27.6	11.5
1949-10-13	0	NULO	24.1	11.5
1949-10-14	0	NULO	26.6	14.5
1949-10-15	0	NULO	29.6	13.5
1949-10-16	0	NULO	28.6	11.5
1949-10-17	0	NULO	30.7	10.5
1949-10-18	0	NULO	30.1	6.3
1949-10-19	0	NULO	32.7	8.3
1949-10-20	0	NULO	33.2	10.5
1949-10-21	0	NULO	28.6	9.3
1949-10-22	0	NULO	23.3	9.3
1949-10-23	0	NULO	28.6	13.5
1949-10-24	0	NULO	29.6	11.5
1949-10-25	0	NULO	28.6	10.5
1949-10-26	0	NULO	29.6	11.5
1949-10-27	0	NULO	29.6	11.5
1949-10-28	0	NULO	29.6	10.5
1949-10-29	0	NULO	26.3	9.3
1949-10-30	0	NULO	25.1	8.3
1949-10-31	0	NULO	26.1	7.3
1949-11-01	0	NULO	25.1	9.3
1949-11-02	6	NULO	22.1	4.3
1949-11-03	0	NULO	21.1	1.3
1949-11-04	0	NULO	20.6	-1
1949-11-05	0	NULO	22.1	-1
1949-11-06	0	NULO	21.6	1.3
1949-11-07	0	NULO	23.6	4.3
1949-11-08	0	NULO	24.1	4.3
1949-11-09	0	NULO	27.1	3.3
1949-11-10	0	NULO	26.6	4.3
1949-11-11	0	NULO	28.1	6.3
1949-11-12	0	NULO	27.1	7.3
1949-11-13	0	NULO	23.1	4.3
1949-11-14	0	NULO	22.1	-3
1949-11-15	0	NULO	24.1	-4
1949-11-16	0	NULO	24.1	-3
1949-11-17	0	NULO	21.6	-2
1949-11-18	0	NULO	22.1	6.3
1949-11-19	0	NULO	25.1	6.3
1949-11-20	0	NULO	25.1	1.3
1949-11-21	0	NULO	23.6	1.3
1949-11-22	0	NULO	22.1	4.3
1949-11-23	0	NULO	25.6	2.3
1949-11-24	0	NULO	27.1	2.3
1949-11-25	0	NULO	26.1	3.3
1949-11-26	0	NULO	23.1	0.3
1949-11-27	0	NULO	24.1	4.3
1949-11-28	0	NULO	21.1	4.3
1949-11-29	0	NULO	24.1	1.3
1949-11-30	0	NULO	25.1	1.3
1949-12-01	0	NULO	25.1	2.3
1949-12-02	0	NULO	23.1	2.3
1949-12-03	0	NULO	24.1	3.3
1949-12-04	0	NULO	22.1	4.3
1949-12-05	0	NULO	22.6	10.3
1949-12-06	0	NULO	20.6	4.3
1949-12-07	0	NULO	26.1	1.3
1949-12-08	0	NULO	25.1	0.3
1949-12-09	0	NULO	25.1	1.3
1949-12-10	0	NULO	28.1	5.3
1949-12-11	0	NULO	28.1	5.3
1949-12-12	0	NULO	28.1	7.3
1949-12-13	0	NULO	26.6	8.3
1949-12-14	0	NULO	27.3	6.3
1949-12-15	0	NULO	22.1	9.3
1949-12-16	0	NULO	26.6	3.3
1949-12-17	0	NULO	25.6	7.3
1949-12-18	0	NULO	26.6	7.3
1949-12-19	0	NULO	27.6	4.3
1949-12-20	0	NULO	27.6	4.3
1949-12-21	0	NULO	27.1	6.3
1949-12-22	0	NULO	25.1	6.3
1949-12-23	0	NULO	24.1	4.3
1949-12-24	0	NULO	22.1	4.3
1949-12-25	0	NULO	27.1	5.3
1949-12-26	0	NULO	22.1	10
1949-12-27	0	NULO	20.1	5.3
1949-12-28	0	NULO	20.1	4.3
1949-12-29	0	NULO	21.1	6.3
1949-12-30	0	NULO	23.1	6.3
1949-12-31	0	NULO	26.1	8
1950-01-01	0	NULO	25.6	5.3
1950-01-02	0	NULO	25.1	7.3
1950-01-03	0	NULO	26.1	5.3
1950-01-04	0	NULO	24.1	7.3
1950-01-05	0	NULO	24.6	7.3
1950-01-06	0	NULO	24.1	6.3
1950-01-07	0	NULO	22.1	5.3
1950-01-08	0	NULO	22.1	6.3
1950-01-09	0	NULO	26.1	5.3
1950-01-10	0	NULO	26.6	6.3
1950-01-11	0	NULO	25.6	7.3
1950-01-12	0	NULO	26.1	6.3
1950-01-13	0	NULO	26.1	9.3
1950-01-14	0	NULO	26.6	5.3
1950-01-15	0	NULO	28.1	4.3
1950-01-16	0	NULO	27.1	5.3
1950-01-17	0	NULO	24.6	6.3
1950-01-18	0	NULO	25.1	4.3
1950-01-19	0	NULO	24.6	4.3
1950-01-20	0	NULO	25.1	1.3
1950-01-21	0	NULO	24.1	5.3
1950-01-22	0	NULO	22.1	4.3
1950-01-23	0	NULO	22.1	1.3
1950-01-24	0	NULO	20.1	1.3
1950-01-25	0	NULO	26.1	1.3
1950-01-26	0	NULO	26.1	5.3
1950-01-27	0	NULO	27.1	7.3
1950-01-28	0	NULO	26.1	8.3
1950-01-29	0	NULO	26.6	8.3
1950-01-30	0	NULO	27.1	7.3
1950-01-31	0	NULO	28.1	5.3
1950-02-01	0	NULO	29.1	10.5
1950-02-02	0	NULO	27.1	10
1950-02-03	0	NULO	26.1	8.5
1950-02-04	0	NULO	26.1	9.6
1950-02-05	0	NULO	25.1	8.5
1950-02-06	0	NULO	25.1	6.5
1950-02-07	0	NULO	26.1	3.3
1950-02-08	0	NULO	27.1	0.3
1950-02-09	0	NULO	28.1	1.3
1950-02-10	0	NULO	27.6	1.3
1950-02-11	0	NULO	27.1	6.3
1950-02-12	0	NULO	28.1	9.3
1950-02-13	0	NULO	27.1	8.3
1950-02-14	0	NULO	28.1	8.3
1950-02-15	0	NULO	27.6	9.3
1950-02-16	0	NULO	25.6	9.3
1950-02-17	0	NULO	24.1	5.3
1950-02-18	0	NULO	25.1	3.3
1950-02-19	0	NULO	25.6	5.3
1950-02-20	0	NULO	26.1	5.3
1950-02-21	0	NULO	27.6	7.3
1950-02-22	0	NULO	27.1	8.3
1950-02-23	0	NULO	27.6	8.3
1950-02-24	0	NULO	29.6	7.3
1950-02-25	0	NULO	28.6	10.5
1950-02-26	0	NULO	28.6	8.3
1950-02-27	0	NULO	30.1	9.3
1950-02-28	0	NULO	30.7	9.3
1950-03-01	0	NULO	31.2	6.3
1950-03-02	0.2	NULO	27.1	11.5
1950-03-03	0	NULO	28.1	8.3
1950-03-04	0	NULO	27.1	9.3
1950-03-05	0	NULO	27.6	8.3
1950-03-06	0	NULO	28.1	6.3
1950-03-07	0	NULO	27.6	8.3
1950-03-08	0	NULO	23.1	7.3
1950-03-09	0	NULO	28.1	11.5
1950-03-10	0	NULO	29.1	8.3
1950-03-11	0	NULO	29.1	7.3
1950-03-12	0	NULO	28.1	10.5
1950-03-13	0	NULO	31.2	12.5
1950-03-14	4.5	NULO	30.1	9.3
1950-03-15	0	NULO	30.1	9.3
1950-03-16	0	NULO	30.7	9.3
1950-03-17	0	NULO	31.2	9.3
1950-03-18	0	NULO	31.7	9.3
1950-03-19	0	NULO	32.2	9.3
1950-03-20	0	NULO	33.2	9.3
1950-03-21	0	NULO	30.7	11.5
1950-03-22	0	NULO	26.1	13.5
1950-03-23	0	NULO	32.7	9.3
1950-03-24	0	NULO	33.7	9.3
1950-03-25	0	NULO	32.7	10.5
1950-03-26	0	NULO	33.2	10.5
1950-03-27	0	NULO	29.1	12.5
1950-03-28	0	NULO	32.2	12.5
1950-03-29	0	NULO	28.1	10.5
1950-03-30	0	NULO	29.1	9.3
1950-03-31	0	NULO	29.1	10.5
1950-04-01	0	NULO	32.7	10.5
1950-04-02	0	NULO	32.2	11.5
1950-04-03	0	NULO	30.1	14.5
1950-04-04	0	NULO	31.2	7.3
1950-04-05	0	NULO	23.1	14.5
1950-04-06	0	NULO	28.6	9.5
1950-04-07	0	NULO	32.7	12.5
1950-04-08	0	NULO	32.7	12.5
1950-04-09	0	NULO	33.7	12.5
1950-04-10	0	NULO	33.7	11.5
1950-04-11	0	NULO	34.2	10.5
1950-04-12	0	NULO	34.7	11.5
1950-04-13	0	NULO	33.7	11.5
1950-04-14	10	NULO	32.7	10.5
1950-04-15	12	NULO	28.7	9.3
